world,world_title,entry_role,english_gloss,saulteau_source_form,source_category,firstvoices_entry_url,related_image_available,source_acknowledgement
3,Animal Trail,living being,A horse,mistatim,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c16b8512-0cf0-4a5d-8ff8-9b63e37c7a1d,yes,Source: Amy Ann Gauthier
3,Animal Trail,living being,Horses,mistatimwak,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/ac171486-91de-499c-b1a7-ee3a3e8531b8,no,Source: Amy Ann Gauthier
3,Animal Trail,living being,Big Bull Moose,Mistayāpēw,Mammals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/277f7375-d368-446e-9916-f0cc988cd17d,yes,Source: Amy Ann Gauthier
2,Forest and Meadow,land/season,A piece of wood,Mistik,Trees,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/e63525a2-3714-484e-9a1f-ed83c1747396,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,pants,mitās,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c884d74f-003d-47f4-9478-9ba051a6876d,yes,Source: Terry Badine
6,"Home, Camp and Craft",object,pants,mitâsak,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/09c39f67-7e9f-45a1-a56e-8c6494051e45,yes,Source: Terry Badine
3,Animal Trail,living being,Calves,Moscosisak,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/40149300-daae-4134-ad38-78639f227f90,yes,Source: Amy Ann Gauthier
3,Animal Trail,living being,Cows,Mostosak,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/0f58bd7f-574a-4350-b038-17d12ca39bfb,yes,Source: Amy Ann Gauthier
3,Animal Trail,living being,A Moose,Mōswa,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/41d92000-5714-4ab4-8e8d-1d449c26ed80,yes,Source: Amy Ann Gauthier
1,Water and Turtle Island,living being,Trout,namēkos,Fish,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/7cef550c-9da4-4e28-8c55-1ace0a026c96,yes,Source: Amy Ann
4,Wetlands and Sky,land/season,It is summer,Nēpin,Seasons,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c2f83af4-a305-4d6e-97c3-05b016c403f2,yes,Source: Amy Ann Gauthier
2,Forest and Meadow,land/season,A willow branch or stick,Nepisēyāhtik,Shrubs,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/2eececec-7826-49b0-b97c-d550a51dbb41,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A place for sleep structure,Nipāw’  kamik,Dwelling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/56a501c5-f878-45eb-abea-96cf3736203f,yes,Source: Judy Cameron
4,Wetlands and Sky,land/season,Water,Nipē,Weather,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1ffb476b-7ba6-4efe-8337-537fcb2e61bc,yes,Source: Judy Cameron
1,Water and Turtle Island,land/season,Watery liquid,Nipēwāpoy,Natural Resources,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/97757da2-0d62-4aa8-9397-c02afee57303,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A bed,Nipēwin,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/83653945-47da-42a0-a3ba-c8491f419aea,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,goose,Niskā,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/7822104f-73d7-4da9-835d-d0a3a84737c6,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,Geese,Niskak,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/914a4e94-0c1d-4d5a-a984-c7a13e7a2afc,no,Source: Amy Ann Gauthier
4,Wetlands and Sky,land/season,March - Goose Moon,Niskipēsim,Seasons,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/50327ff4-a521-4320-b78c-64b88e803073,yes,Source: Amy Ann Gauthier
3,Animal Trail,living being,A female fox or a vixen,Nōsēmahkēsis,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/8098b201-88a1-4431-88d1-b17457e63a3c,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A weapon,Nōtinkākān,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/beae87ea-55e2-4f69-9a7a-e5da5f8ff5fd,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,Owls,Ōhōwak,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/b9f21235-5d3d-497d-88b0-ae08e932a4a7,yes,Source: Amy Ann Gauthier
4,Wetlands and Sky,land/season,August - Flying Moon,Ohphōwipēsim,Seasons,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a46f8e17-5ea6-4ee4-b06a-127ef0ea4462,no,Source: Amy Ann Gauthier
1,Water and Turtle Island,land/season,Boiling water,Ōhtēwāpoy,Natural Resources,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/e2e9fd2a-7b86-41be-8f79-3ae11e490260,yes,Source: Judy Cameron
3,Animal Trail,living being,An adult wolverine,okehkwahakēs,Mammals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1d20694a-6ce5-4c0c-9574-e9d9bc5b8f9a,yes,Source: Judy Cameron
5,Berry Meadow and Garden,object,A tomato,Okinēy,Vegetable,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/9f80ac79-c3a2-40b0-850b-60f1d833b27f,no,Source: Judy Cameron
4,Wetlands and Sky,land/season,September - Mating Moon,Onōcihitowipēsim,Seasons,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/6773d3c0-0936-4681-b03d-4834d4726596,no,Source: Amy Ann Gauthier
4,Wetlands and Sky,land/season,June- egg hatching month,Opaskawēhopēsim,Seasons,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/149828e3-c257-49b0-a494-cdfe0ad53cf2,yes,Source: Amy Ann Gauthier
5,Berry Meadow and Garden,object,An orange,Osāwās,Food Plants,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/756fa9b2-4de1-4a92-bd5f-fb5dcd814807,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,yellowbird,osāw’pihēsēs,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/8631c8ee-a1e9-475c-874f-40556c931021,yes,Source: Amy Ann Gauthier
5,Berry Meadow and Garden,object,A carrot,Oskātāsk,Vegetable,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/4e566591-b2bf-4e11-9970-90cf5de415e3,no,Source: Judy Cameron
5,Berry Meadow and Garden,object,strawberry,Otēhimin,Food Plants,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/5f28bbea-ab3f-4f4a-87d9-0e6599e017a8,yes,Source: Judy Cameron
5,Berry Meadow and Garden,object,A cabbage,Otēhipak,Vegetable,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/4c9615de-677d-4053-9b32-21dc524707f6,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A jacket,pahkēkinosākay,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/11ac0922-ca18-40e7-858a-a9fffe8f30ef,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,skin him as in animate (moose etc),pahkin or pahkinikē,Making Cultural Objects,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/5d885d28-f4c6-4b01-8d38-e6c4973f730f,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A dish towel,Pāhkwayākan,Dwelling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/44cc127b-e951-4ae3-8838-e705d43751f0,yes,Source: Judy Cameron
5,Berry Meadow and Garden,object,Bread,Pahkwēsikan,Food,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/cacecc41-2724-4487-bff7-5808347ed773,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,Woodpecker,Pahpāhsces,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/b2b80ba8-b6e7-4962-af42-055d290034a9,no,Source: Judy Cameron
6,"Home, Camp and Craft",object,shirt,pakowayān,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/f4afa35e-212d-431c-96bf-b817308005ac,yes,Source: Terry Badine
6,"Home, Camp and Craft",object,A belt,Pakwahtēhon,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/724ad3f7-8832-434f-93e9-258e40d78aa6,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,Belts,Pakwahtēhona,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/557f7b66-b779-4683-8cf7-28a6b5d71ec9,yes,Source: Judy Cameron
2,Forest and Meadow,land/season,A piece of dried wood.,Pāstēwahtik,Trees,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/83d5556e-3fc2-44a6-b491-e99426873079,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A blouse,Pēhcōnēs,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/3a7f1a85-018a-46b3-aacf-46072e8a0119,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A watch,pēsimohkānis,Dwelling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c2afbe87-c417-411e-bfde-fe340b5596f8,yes,Source: Amy Ann Gauthier
5,Berry Meadow and Garden,object,Vegetables,Pēw’ kistikāna,Vegetable,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a83f7d64-88c3-43b6-bc92-f517aa0b88c4,no,Source: Judy Cameron
5,Berry Meadow and Garden,object,An apple,Picēkwās,Vegetable,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c4ea7df4-3889-4b95-9d87-c87ea230e0fa,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,Baby chicks,Pihēsēsak,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/720699c2-a397-4d17-a8a5-b598c40e684d,no,Source: Amy Ann Gauthier
5,Berry Meadow and Garden,object,Coffee,Pihkahcēwāpōs,Food,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1a95f9a7-cb69-455a-8eb7-515eda84b2ff,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A gas station building,Pimēy atāwēw’ kamik,Buildings,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/33163941-c4ad-4539-a170-5dce4e897544,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A kitchen,Piminawasow’ kamik,Dwelling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/e21bbec8-5436-4f65-964e-79da440d717f,yes,Source: Judy Cameron
4,Wetlands and Sky,land/season,It is Winter,Pipon,Weather,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/876ee45f-d58d-49db-ae85-2ff4f1e5c966,yes,Source: Amy Ann Gauthier
6,"Home, Camp and Craft",object,A winter jacket,Piponasākay,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/6190fde8-a509-47aa-b9a9-3b7600d19af7,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,Winter coat or jacket,Pipon’ asākay,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/42ac50f1-b4b9-44ee-ba97-963e810b3f23,yes,Source: Terry Badine
6,"Home, Camp and Craft",object,winter boots,piponasksisina,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/145da089-03f8-43b6-8848-c0942c3c907c,yes,Source: Terry Badine
6,"Home, Camp and Craft",object,A whip,Pisastēhikan,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/91b5e149-4f0b-4fc1-ad8b-c87cf9dcfa98,yes,Source: Judy Cameron
3,Animal Trail,living being,Baby Cougars (kits),Pisisak,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/d8ff353e-17dc-4cd0-ab9c-0077312169b6,yes,Source: Amy Ann Gauthier
1,Water and Turtle Island,land/season,A lake,Sākahikan,Natural Resources,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/8e452102-ea76-4db7-8696-74ddc8fb7abc,yes,Source: Judy Cameron
2,Forest and Meadow,land/season,A forest or wooded area,Sakāw,Landscape,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a1663fe2-ff62-41c3-92c5-0d4de1b2ca7a,yes,Source: Judy Cameron
3,Animal Trail,living being,chipmunk,sāsākowāpiskos,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/9387968e-c2d5-4fa1-a758-6cb64f14b809,yes,Source: Terry Badine
6,"Home, Camp and Craft",object,A ladle,Sēkahikākan,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/f4e1cf21-c014-4930-b2ee-88fa30156a7c,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,Ladles,Sēkahikākana,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1f1f875e-7c64-4e09-a67e-175b9959604b,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,A duck,Sēsēp,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/11221b9f-0cfb-4d1f-9b7d-adc6ee9df692,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,Ducks,sēsēpak,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/d7a6d328-d905-4c6d-ac97-08455352d964,yes,Source: Amy Ann Gauthier
6,"Home, Camp and Craft",object,A kettle,Sēsēpaskihk,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/3b94aa80-6724-4a02-9d1e-e35471f6de3b,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,Ducklings,Sēsēpisisak,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/221a0b5d-4271-4ab6-9350-818295e49b13,yes,Source: Amy Ann Gauthier
6,"Home, Camp and Craft",object,Wool or woolen articles,Sēstakwaya,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/8c2fa980-87e2-4191-9842-6b44b236d0fd,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A police station building,Simākanisēw’ kamik,Buildings,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/8dca3396-527c-4259-a87f-fafcf915333f,yes,Source: Judy Cameron
2,Forest and Meadow,land/season,A vine like plant,Sōminahtik,Medicine Plants,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/25aaa14b-8112-4e31-9c49-cbcf54d13225,no,Source: Judy Cameron
6,"Home, Camp and Craft",object,A skating arena building,Sōniskwātahikēw’ kamik,Buildings,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/d15e4590-144d-4561-8300-752f462241b0,yes,Source: Judy Cameron
1,Water and Turtle Island,land/season,Cold water,Tāhkāmāpoy,Natural Resources,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/04660d0c-5aa5-41e3-9689-0080e4f771b2,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,Fridges,Tahkascēkana,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/7b103422-8873-4d84-8fcf-287339f61858,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A fridge,Tahkascikan,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/fc9a4f4f-e1fe-4df4-8d99-b7b63c0db82e,yes,Source: Judy Cameron
2,Forest and Meadow,land/season,Chokecherry,Takwahhiminā,Medicine Plants,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/c28c643f-6103-4821-88af-8bfef94fada9,yes,Source: Judy Cameron
4,Wetlands and Sky,land/season,It is autumn.,Takwākin,Weather,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/6cca0fe2-ea6e-4047-a4fd-b1bd9797d779,yes,Source: Amy Ann Gauthier
6,"Home, Camp and Craft",object,an instrument used to clamp things together,takwamohcikan,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/f946d5aa-8b0b-4982-ac5f-f0185dd9e3a9,yes,Source: Amy Ann Gauthier
6,"Home, Camp and Craft",object,one who rides boots,tehtapiw' askisina,Clothing,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/15df7807-2446-4cb5-a134-6403885cda0d,yes,Source: Terry Badine
5,Berry Meadow and Garden,object,Milk,Tohtōsāpoy,Food,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/89bead66-ba15-4d12-bb2d-9a4793fc062b,no,Source: Judy Cameron
3,Animal Trail,living being,A white dog,Wapiskatim,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/69a9bc66-64f4-4923-810f-ee5a8cd19ffb,yes,Source: Judy Cameron
3,Animal Trail,living being,Rabbits,wāposak,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/8be00b25-21ee-4429-ac11-fc37d9cb53b7,yes,Source: Amy Ann Gauthier
6,"Home, Camp and Craft",object,A lamp or lightbulb,Wāsaskotēnikan,Dwelling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/6a5d5b16-0325-4cbf-9bee-deda003aa162,yes,Source: Judy Cameron
3,Animal Trail,living being,Elks  (plural form of elk),Wāskesiwak,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/d39425d1-75da-44cf-9120-47a1bdd43ce0,yes,Source: Amy Ann Gauthier
3,Animal Trail,living being,Elk,wāskēsōw,Animals,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a1332848-8771-4f59-be79-c0eda256cb1d,yes,Source: Amy Ann Gauthier
5,Berry Meadow and Garden,object,An egg,Wāwi,Food,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/b1e2afba-a0a3-4cad-a9c0-b61f0ae2d50e,no,Source: Judy Cameron
6,"Home, Camp and Craft",object,A washroom or bathroom,Wayāwēw’  kamik,Dwelling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/0fc0898d-46dd-40cf-8870-94855919d540,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,An outhouse,Wayawēw’  tēhtapowin,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/4b57243b-dba2-4750-9f2f-2071fe6a3d60,yes,Source: Judy Cameron
1,Water and Turtle Island,land/season,Waterhole,Wāyipēyāw,Landscape,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/eb62da2c-8d2c-4aba-aa5a-70d1746d040e,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,Wrapping cloth or paper.,Wēkinikan,Dwelling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1ea5ae66-7b72-4741-a83d-caca5fd9d854,yes,Source: Judy Cameron
1,Water and Turtle Island,living being,groundhog or woodchuck,Wēsakacihp,Amphibians,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/2fb6d33e-174a-4963-ad38-da14f5bd8646,yes,Source: Judy Cameron
4,Wetlands and Sky,living being,A whiskey jack,Wēskacān,Birds,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/35f97ef1-e437-49c6-90c8-61a0ae0d57b5,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,A dish or plate (singular),Wēyākan,Tools/Implements,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/68dfa1af-08fa-4e20-bd77-cfa282031b3a,yes,Source: Judy Cameron
6,"Home, Camp and Craft",object,dish soap,Wēyākanēw-kisēpēkinikan,Dwelling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a12793af-a97f-4ee5-b799-c1227cf8bd89,yes,Source: Amy Ann Gauthier
5,Berry Meadow and Garden,object,Meat,Wēyas,Food,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/76220b5a-56a6-4030-8bf1-4aec4a28ff2a,no,Source: Judy Cameron
5,Berry Meadow and Garden,object,An onion,Wihcēkaskosēy,Vegetable,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/9de5aa31-4800-4eb7-b6b2-4be14b63c848,no,Source: Judy Cameron
7,"People, Seasons and Teachings",living being,my older sister,nimis,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/abd3305e-af65-4d22-a062-41134d42b962,yes,Source: Amy Ann
7,"People, Seasons and Teachings",living being,my grandfather,nimosôm,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/9f15d561-02df-4723-8283-6b5ffbe8b85e,yes,Source: Amy Ann
7,"People, Seasons and Teachings",living being,grandmother,nohkom,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1c9e1a30-04f5-4271-924c-55110aece980,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",living being,Women kind,Iskwēwak,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/94361a1d-cbd4-4b53-8d4c-eb1635bf62db,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",living being,Woman,Iskwēw,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/436ca6ce-dfdb-4b29-a451-584d78392a10,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",object,Windpipe,Kohtaskway,Body Parts,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a9b724b7-4d44-4b00-aea4-6cf8029a2bbc,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",living being,The old woman,Nōcikwēsiw,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/864e2e44-fd62-4962-b0d3-b1c15b0851d4,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",object,Skating Rink,soniskwatahikēwkamik,Place Names,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/9ce58e14-5e05-48a5-a038-35b3026629ef,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",living being,Old woman,Notokwēw,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/736c6917-bffe-457c-a2d3-bcecab73200d,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",object,Bushman,Sakāwēyiniw,Fishing/Hunting,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/2bc4037f-909d-45d2-a737-90430c57c877,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",living being,A young woman,Oskinikiskwew,Kinship Terms,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/dc4c51cc-7af4-49ea-941a-e0a54940d567,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",land/season,A store,atāwewikamikwa,Place/Location,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/8c831442-7479-4945-89ac-18b2e88ce7f3,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",land/season,"A camp, a resting spot, a campground.",kapēsiwin,Place/Location,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/e25b2653-507b-439d-bcb8-4b86cc294497,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,walk in the water,pahkopē,Human Things/Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/f38007ea-551f-4321-a42a-efa042c59dfb,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,Words,Pēkiskwewina,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/413f79f0-4613-44b8-9e42-032cf69862b7,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",object,Where are they (those things),Tanihi,Question Words,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/ff9465c1-e4f9-4311-ae9b-42a7c26a374f,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,Wedding,Wēkihtōwin,Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/edceeba9-3607-4b23-80af-b9c943574674,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",object,Thursday.,Newo kīsikaw,Time,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/a870da93-cdd4-4ecc-ac50-2da3c39e2e83,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,Sunday,Ayamihēw kēsikāw,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/80f4a62d-6460-4d55-afae-3a089fd18520,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,Monday.,pōnāyamihēw kēsikāw,Time,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/472adcd2-d99b-4ca7-a0de-21b5b565300b,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,Leading the way up,amaciwēnēkānohtēwin,Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/1336ee33-f05f-4982-b195-3e71765b1aaa,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,"Having ability,",kaskihtāwin,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/361fd35c-69e1-4b3e-836e-edaaf1604e81,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,Friday,Nīyāno kīsikāw,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/fff54bff-2429-45fb-bbff-f3f87841f2f2,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,Cold month,Kisinpēsim,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/277304fa-cf88-48a5-9af2-ede262872fd4,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,An industrious worker.,Otatoskēw,Employment/Work,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/b03fa4b7-c433-458f-8d80-9c80d19aa235,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",object,A weeper,Omātōw,Thinking/Feeling,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/238b3fb2-79ff-494c-932f-35e2f1ac2fa7,yes,Source: Judy Cameron
7,"People, Seasons and Teachings",object,"A stupid person, A moron.",kakēpātis,Speech And Language,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/00813aa9-b446-425e-85bb-ed1a27ff7d30,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,A motor,askihkohkānis,Events,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/d0f4694f-fe36-4f70-bf4c-3ee972c16187,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,A Ring,ahcanis,Human Things/Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/0234acb0-7c59-429e-ad4f-4af2fdb61808,yes,Source: Amy Ann Gauthier
7,"People, Seasons and Teachings",object,.All of you walk in the water,Pahkopēk,Human Things/Activities,https://api.firstvoices.com/api/1.0/sites/cree-saulteau/dictionary/efede0c9-69ee-46b4-a3af-b4732d38ee92,yes,Source: Terry Badine
